Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
131	Ronnie Rivers	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
132	Tyler Badie	DEN	RB	3	2	3	2	4	3	1	5	2	4	BYE	3	2	4	4	3	4	2	3
133	Elijah Tau-Tolliver	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
134	Donovan Edwards	MIA	RB	3	3	4	2	3	4	BYE	4	2	2	2	4	4	2	3	3	3	4	2
135	Noah Whittington	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
136	Jaret Patterson	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
137	Miles Davis	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
138	Raheem Mostert	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
139	Roman Hemby	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
140	Antonio Gibson	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
141	Travis Homer	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
142	Max Bredeson	MIN	RB	3.12	3	3	3	4	3	BYE	2	2	4	3	4	3	4	2	2	4	4	3
143	Dontae McMillan	BAL	RB	3.12	2	3	5	4	3	2	4	4	3	3	4	3	BYE	3	2	2	4	2
144	Miles Sanders	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
145	Reggie Gilliam	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
146	Ameer Abdullah	JAC	RB	3.06	2	2	2	4	3	3	BYE	2	3	4	4	4	3	2	3	5	4	2
147	Lew Nichols III	PIT	RB	2.94	3	2	4	2	2	3	3	2	BYE	4	3	2	3	3	3	4	4	3
148	AJ Dillon	CAR	RB	2.71	3	3	2	2	BYE	3	3	3	2	3	3	3	3	3	4	2	1	3
149	British Brooks	HOU	RB	3.24	4	4	2	5	4	3	4	BYE	3	2	2	3	2	4	3	3	3	4
150	Sincere McCormick	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
151	Jordan Waters	LAR	RB	3.29	4	4	2	3	4	5	3	3	4	5	BYE	3	2	4	5	1	3	1
152	Jamal Haynes	CIN	RB	2.88	3	3	2	3	4	BYE	3	4	3	2	4	3	2	2	4	2	3	2
153	Pierre Strong Jr.	GB	RB	3.12	3	4	3	3	3	5	2	4	2	3	BYE	2	3	4	4	3	3	2
154	Alec Ingold	LAC	RB	2.88	5	3	4	1	2	2	BYE	2	3	3	4	2	3	3	4	4	2	2
155	Lan Larison	NE	RB	3	1	2	3	4	3	4	3	4	3	2	BYE	3	4	3	2	4	2	4
156	Michael Burton	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
157	CJ Donaldson	NO	RB	3.18	2	3	3	3	3	4	2	BYE	2	4	3	4	3	4	3	5	3	3
158	Brittain Brown	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
159	Zamir White	SF	RB	3.06	2	4	5	2	1	4	3	BYE	3	5	3	1	4	2	3	2	3	5
160	Raheem Blackshear	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
161	Patrick Ricard	NYG	RB	3.24	5	2	4	5	4	3	3	BYE	3	4	3	2	4	1	2	2	5	3
162	Kenny McIntosh	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
163	Cam Akers	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
164	Julius Chestnut	TEN	RB	3.06	4	3	4	3	3	2	2	4	BYE	3	5	3	4	2	2	3	2	3
165	Jacob Saylors	DET	RB	3.41	3	4	4	4	5	BYE	3	3	4	2	3	3	3	4	3	4	3	3
166	Ja'Quinden Jackson	PHI	RB	3.47	4	4	3	2	3	4	5	4	4	BYE	2	5	5	2	1	3	4	4
167	Ahmani Marshall	CLE	RB	3.18	3	3	4	2	4	3	4	2	3	3	BYE	3	4	3	4	3	2	4
168	Salvon Ahmed	CHI	RB	2.94	4	3	3	4	3	3	2	1	3	BYE	3	2	3	4	4	3	2	3
169	Josh Williams	TB	RB	3.06	4	2	3	3	5	2	4	3	3	BYE	2	4	3	3	3	3	2	3
170	Dare Ogunbowale	LV	RB	2.88	4	3	3	2	2	4	2	4	4	1	2	2	BYE	3	2	4	5	2
171	Corey Kiner	ARI	RB	2.88	3	1	4	4	2	2	2	5	1	2	2	4	3	BYE	4	3	3	4
172	Alexander Mattison	FA	RB	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
173	Chip Trayanum	NYJ	RB	3.06	4	3	2	3	2	2	4	3	2	4	3	4	BYE	2	5	2	3	4
Rank	Player	Team	Pos	Avg Stars	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18
1	Ja'Marr Chase	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
2	Puka Nacua	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
3	Jaxon Smith-Njigba	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
4	Amon-Ra St. Brown	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
5	CeeDee Lamb	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
6	Justin Jefferson	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
7	Drake London	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
8	A.J. Brown	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
9	Nico Collins	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
10	George Pickens	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
11	Chris Olave	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
12	Malik Nabers	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
13	Rashee Rice	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
14	Tee Higgins	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
15	DeVonta Smith	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
16	Zay Flowers	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
17	Emeka Egbuka	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
18	Tetairoa McMillan	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
19	Ladd McConkey	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
20	Jaylen Waddle	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
21	Davante Adams	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
22	Terry McLaurin	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
23	Jameson Williams	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
24	Christian Watson	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
25	Garrett Wilson	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
26	Rome Odunze	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
27	Luther Burden III	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
28	Mike Evans	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
29	DJ Moore	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
30	Marvin Harrison Jr.	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
31	Parker Washington	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
32	Carnell Tate	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
33	Brian Thomas Jr.	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
34	DK Metcalf	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
35	Alec Pierce	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
36	Courtland Sutton	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
37	Quentin Johnston	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
38	Jordyn Tyson	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
39	Chris Godwin Jr.	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
40	Jordan Addison	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
41	Michael Wilson	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
42	Makai Lemon	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
43	Jayden Reed	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
44	Michael Pittman Jr.	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
45	Jakobi Meyers	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
46	Josh Downs	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
47	Xavier Worthy	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
48	Jayden Higgins	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
49	Wan'Dale Robinson	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
50	Romeo Doubs	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
51	Matthew Golden	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
52	KC Concepcion	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
53	Jalen Coker	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
54	Rashid Shaheed	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
55	Khalil Shakir	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
56	Stefon Diggs	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
57	Deebo Samuel Sr.	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
58	De'Zhaun Stribling	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
59	Denzel Boston	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
60	Jerry Jeudy	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
61	Adonai Mitchell	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
62	Jauan Jennings	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
63	Jalen McMillan	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
64	Omar Cooper Jr.	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
65	Tre Tucker	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
66	Tre' Harris	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
67	Jalen Nailor	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
68	Travis Hunter	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
69	Dontayvion Wicks	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
70	Ryan Flournoy	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
71	Calvin Ridley	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
72	Rashod Bateman	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
73	Kayshon Boutte	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
74	Pat Bryant	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
75	Malik Washington	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
76	Isaac TeSlaa	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
77	Tank Dell	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
78	Jaylin Noel	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
79	Darnell Mooney	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
80	Troy Franklin	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
81	Cooper Kupp	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
82	Zachariah Branch	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
83	Antonio Williams	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
84	Elic Ayomanor	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
85	Germie Bernard	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
86	Chimere Dike	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
87	Keon Coleman	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
88	Jack Bech	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
89	Tory Horton	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
90	Elijah Sarratt	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
91	Tyquan Thornton	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
92	Ted Hurst III	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
93	Chris Bell	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
94	Malachi Fields	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
95	Darius Slayton	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
96	Christian Kirk	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
97	Ja'Kobi Lane	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
98	Marvin Mims Jr.	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
99	Devaughn Vele	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
100	Xavier Legette	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
101	Kyle Williams	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
102	Hollywood Brown	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
103	Keenan Allen	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
104	Skyler Bell	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
105	Mack Hollins	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
106	Caleb Douglas	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
107	Isaiah Bond	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
108	Brandon Aiyuk	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
109	Tyreek Hill	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
110	Andrei Iosivas	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
111	Cyrus Allen	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
112	Jalen Tolbert	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
113	Tez Johnson	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
114	Luke McCaffrey	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
115	Calvin Austin III	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
116	DeMario Douglas	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
117	Jahan Dotson	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
118	Cedric Tillman	CLE	WR	3.12	2	2	3	3	4	3	4	3	4	3	BYE	3	3	4	3	3	3	3
119	Konata Mumpfield	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
120	Olamide Zaccheaus	ATL	WR	3.12	3	3	3	4	3	4	3	2	3	2	BYE	2	4	4	4	2	4	3
121	Jalen Royals	KC	WR	3	2	3	5	3	BYE	2	2	2	4	4	3	3	3	3	4	3	2	3
122	Chris Brazzell II	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
123	Treylon Burks	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
124	Joshua Palmer	BUF	WR	3.35	3	4	2	4	3	3	BYE	3	2	4	5	2	4	3	4	2	5	4
125	Brenen Thompson	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
126	Bryce Lance	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
127	Kendrick Bourne	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
128	Jaylin Lane	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
129	Tutu Atwell	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
130	Savion Williams	GB	WR	3.53	2	4	4	2	4	5	4	3	4	2	BYE	3	4	3	5	4	3	4
131	Xavier Hutchinson	HOU	WR	3.06	3	3	3	5	4	2	3	BYE	2	4	3	3	3	4	2	1	3	4
132	Dont'e Thornton Jr.	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
133	John Metchie III	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
134	Kevin Coleman Jr.	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
135	KaVontae Turpin	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
136	Kalif Raymond	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
137	Nick Westbrook-Ikhine	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
138	Zavion Thomas	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
139	CJ Daniels	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
140	Jordan Whittington	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
141	Devontez Walker	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
142	Malik Benson	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
143	Dyami Brown	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
144	Deion Burks	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
145	Ashton Dulin	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
146	Roman Wilson	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
147	Demarcus Robinson	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
148	Greg Dortch	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
149	Colbie Young	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
150	Mitch Tinsley	CIN	WR	3.29	2	3	3	2	5	BYE	3	4	4	3	4	4	4	2	3	3	3	4
151	Tai Felton	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
152	Elijah Moore	PHI	WR	3.35	4	4	4	3	2	3	5	4	3	BYE	3	5	3	3	2	3	3	3
153	Jahdae Walker	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
154	Tyler Lockett	LV	WR	3	5	2	4	2	4	3	3	4	3	2	2	4	BYE	2	2	4	3	2
155	Xavier Smith	LAR	WR	2.71	3	3	2	1	3	3	3	2	4	3	BYE	3	2	3	5	2	2	2
156	Odell Beckham Jr.	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
157	Tim Patrick	NYJ	WR	3.35	4	3	4	4	4	4	5	3	2	3	2	5	BYE	2	3	4	2	3
158	Brandin Cooks	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
159	Xavier Restrepo	TEN	WR	3.12	4	1	3	3	3	3	4	3	BYE	2	5	2	4	4	3	3	3	3
160	Marquez Valdes-Scantling	DAL	WR	2.76	3	4	3	3	2	3	1	3	3	3	4	1	2	BYE	3	2	3	4
161	Theo Wease Jr.	MIA	WR	3.12	3	3	2	2	3	BYE	4	4	4	3	3	4	2	4	3	2	3	4
162	DeAndre Hopkins	BAL	WR	3.24	3	4	5	4	4	4	3	3	2	2	3	3	BYE	2	3	4	3	3
163	Reggie Virgil	ARI	WR	2.94	2	2	3	3	4	3	2	5	2	3	2	4	1	BYE	4	4	3	3
164	Jimmy Horn Jr.	CAR	WR	3	4	4	4	4	BYE	1	2	3	2	4	3	2	2	4	3	3	2	4
165	Lil'Jordan Humphrey	DEN	WR	2.88	2	2	3	3	2	2	3	2	3	BYE	3	3	5	4	3	3	4	2
166	KeAndre Lambert-Smith	LAC	WR	2.88	3	3	3	2	2	2	BYE	3	3	3	4	4	2	3	3	5	2	2
167	Josh Cameron	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
168	Van Jefferson	WAS	WR	2.94	1	5	2	3	3	3	BYE	1	3	3	3	3	4	3	4	2	2	5
169	Efton Chism III	NE	WR	3.12	2	3	2	3	3	4	4	5	3	4	BYE	2	3	2	2	4	2	5
170	Kendrick Law	DET	WR	3.35	4	3	4	3	3	BYE	3	2	5	4	2	4	4	4	2	3	4	3
171	JuJu Smith-Schuster	NYG	WR	3.24	5	3	4	3	4	4	3	BYE	1	4	2	3	3	2	4	4	5	1
172	David Sills V	TB	WR	3.41	3	4	2	3	5	3	3	4	4	BYE	4	3	2	3	4	4	3	4
173	Jake Bobo	SEA	WR	3	4	3	4	2	3	2	2	4	3	3	BYE	3	5	3	1	3	3	3
174	Diontae Johnson	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
175	Myles Price	MIN	WR	3.59	3	4	2	5	4	BYE	3	4	3	3	3	4	3	4	4	4	4	4
176	Anthony Gould	IND	WR	3.12	3	2	3	4	3	4	2	2	5	5	3	3	BYE	1	4	3	4	2
177	Jermaine Burton	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
178	Jacob Cowing	SF	WR	2.88	3	5	3	2	2	4	4	BYE	3	5	2	2	3	3	2	2	1	3
179	Scotty Miller	CHI	WR	3.06	3	2	1	4	3	4	4	2	2	BYE	4	4	2	5	3	3	4	2
180	Kevin Austin Jr.	NO	WR	3.12	4	3	3	4	2	3	3	BYE	4	3	4	3	3	3	2	3	4	2
181	Gabe Davis	FA	WR	#DIV/0!	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE	BYE
182	Michael Wortham	JAC	WR	3.29	4	2	4	3	1	3	BYE	3	3	4	3	4	4	3	3	5	4	3
183	Kaden Wetjen	PIT	WR	3.06	4	4	3	4	3	2	4	4	BYE	3	1	2	3	2	3	3	4	3
